split,filename,image_path,class_name,label
TRAIN,00000057.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000057.jpg,fire,1
TRAIN,00000059.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000059.jpg,fire,1
TRAIN,00000060.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000060.jpg,fire,1
TRAIN,00000061.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000061.jpg,fire,1
TRAIN,00000063.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000063.jpg,fire,1
TRAIN,00000065.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000065.jpg,fire,1
TRAIN,00000070.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000070.jpg,fire,1
TRAIN,00000072.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000072.jpg,fire,1
TRAIN,00000074.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000074.jpg,fire,1
TRAIN,00000075.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000075.jpg,fire,1
TRAIN,00000076.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000076.jpg,fire,1
TRAIN,00000077.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000077.jpg,fire,1
TRAIN,00000079.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000079.jpg,fire,1
TRAIN,00000080.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000080.jpg,fire,1
TRAIN,00000081.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000081.jpg,fire,1
TRAIN,00000082.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000082.jpg,fire,1
TRAIN,00000084.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000084.jpg,fire,1
TRAIN,00000085.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000085.jpg,fire,1
TRAIN,00000086.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000086.jpg,fire,1
TRAIN,00000087.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000087.jpg,fire,1
TRAIN,00000089.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000089.jpg,fire,1
TRAIN,00000090.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000090.jpg,fire,1
TRAIN,00000093.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000093.jpg,fire,1
TRAIN,00000094.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000094.jpg,fire,1
TRAIN,00000097.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000097.jpg,fire,1
TRAIN,00000100.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000100.jpg,fire,1
TRAIN,00000102.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000102.jpg,fire,1
TRAIN,00000103.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000103.jpg,fire,1
TRAIN,00000108.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000108.jpg,fire,1
TRAIN,00000110.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000110.jpg,fire,1
TRAIN,00000111.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000111.jpg,fire,1
TRAIN,00000118.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000118.jpg,fire,1
TRAIN,00000120.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000120.jpg,fire,1
TRAIN,00000121.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000121.jpg,fire,1
TRAIN,00000125.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000125.jpg,fire,1
TRAIN,00000129.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000129.jpg,fire,1
TRAIN,00000131.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000131.jpg,fire,1
TRAIN,00000132.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000132.jpg,fire,1
TRAIN,00000133.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000133.jpg,fire,1
TRAIN,00000143.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000143.jpg,fire,1
TRAIN,00000144.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000144.jpg,fire,1
TRAIN,00000149.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000149.jpg,fire,1
TRAIN,00000156.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000156.jpg,fire,1
TRAIN,00000158.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000158.jpg,fire,1
TRAIN,00000162.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000162.jpg,fire,1
TRAIN,00000166.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000166.jpg,fire,1
TRAIN,00000175.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000175.jpg,fire,1
TRAIN,00000184.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000184.jpg,fire,1
TRAIN,00000188.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000188.jpg,fire,1
TRAIN,00000189.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000189.jpg,fire,1
TRAIN,00000190.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000190.jpg,fire,1
TRAIN,00000192.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000192.jpg,fire,1
TRAIN,00000199.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000199.jpg,fire,1
TRAIN,00000200.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000200.jpg,fire,1
TRAIN,00000201.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000201.jpg,fire,1
TRAIN,00000204.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000204.jpg,fire,1
TRAIN,00000205.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000205.jpg,fire,1
TRAIN,00000206.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000206.jpg,fire,1
TRAIN,00000208.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000208.jpg,fire,1
TRAIN,00000216.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000216.jpg,fire,1
TRAIN,00000225.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000225.jpg,fire,1
TRAIN,00000235.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000235.jpg,fire,1
TRAIN,00000242.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000242.jpg,fire,1
TRAIN,00000244.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000244.jpg,fire,1
TRAIN,00000246.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000246.jpg,fire,1
TRAIN,00000251.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000251.jpg,fire,1
TRAIN,00000256.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000256.jpg,fire,1
TRAIN,00000264.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000264.jpg,fire,1
TRAIN,00000266.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000266.jpg,fire,1
TRAIN,00000273.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000273.jpg,fire,1
TRAIN,00000284.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000284.jpg,fire,1
TRAIN,00000285.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000285.jpg,fire,1
TRAIN,00000286.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000286.jpg,fire,1
TRAIN,00000290.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000290.jpg,fire,1
TRAIN,00000297.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000297.jpg,fire,1
TRAIN,00000308.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000308.jpg,fire,1
TRAIN,00000316.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000316.jpg,fire,1
TRAIN,00000330.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000330.jpg,fire,1
TRAIN,00000331.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000331.jpg,fire,1
TRAIN,00000346.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000346.jpg,fire,1
TRAIN,00000350.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000350.jpg,fire,1
TRAIN,00000354.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000354.jpg,fire,1
TRAIN,00000358.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000358.jpg,fire,1
TRAIN,00000362.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000362.jpg,fire,1
TRAIN,00000363.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000363.jpg,fire,1
TRAIN,00000367.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000367.jpg,fire,1
TRAIN,00000374.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000374.jpg,fire,1
TRAIN,00000385.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000385.jpg,fire,1
TRAIN,00000389.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000389.jpg,fire,1
TRAIN,00000391.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000391.jpg,fire,1
TRAIN,00000394.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000394.jpg,fire,1
TRAIN,00000398.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000398.jpg,fire,1
TRAIN,00000401.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000401.jpg,fire,1
TRAIN,00000404.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000404.jpg,fire,1
TRAIN,00000405.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000405.jpg,fire,1
TRAIN,00000406.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000406.jpg,fire,1
TRAIN,00000411.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000411.jpg,fire,1
TRAIN,00000413.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000413.jpg,fire,1
TRAIN,00000416.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000416.jpg,fire,1
TRAIN,00000419.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000419.jpg,fire,1
TRAIN,00000421.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000421.jpg,fire,1
TRAIN,00000422.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000422.jpg,fire,1
TRAIN,00000433.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000433.jpg,fire,1
TRAIN,00000437.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000437.jpg,fire,1
TRAIN,00000442.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000442.jpg,fire,1
TRAIN,00000444.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000444.jpg,fire,1
TRAIN,00000445.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000445.jpg,fire,1
TRAIN,00000446.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000446.jpg,fire,1
TRAIN,00000450.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000450.jpg,fire,1
TRAIN,00000456.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000456.jpg,fire,1
TRAIN,00000458.jpeg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000458.jpeg,fire,1
TRAIN,00000459.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000459.jpg,fire,1
TRAIN,00000466.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000466.jpg,fire,1
TRAIN,00000472.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000472.jpg,fire,1
TRAIN,00000474.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000474.jpg,fire,1
TRAIN,00000476.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000476.jpg,fire,1
TRAIN,00000480.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000480.jpg,fire,1
TRAIN,00000481.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000481.jpg,fire,1
TRAIN,00000483.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000483.jpg,fire,1
TRAIN,00000485.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000485.jpg,fire,1
TRAIN,00000487.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000487.jpg,fire,1
TRAIN,00000490.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000490.jpg,fire,1
TRAIN,00000493.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000493.jpg,fire,1
TRAIN,00000496.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00000496.jpg,fire,1
TRAIN,00159.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00159.jpg,fire,1
TRAIN,00160.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00160.jpg,fire,1
TRAIN,00161.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00161.jpg,fire,1
TRAIN,00162.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00162.jpg,fire,1
TRAIN,00163.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00163.jpg,fire,1
TRAIN,00167.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00167.jpg,fire,1
TRAIN,00168.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00168.jpg,fire,1
TRAIN,00175.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00175.jpg,fire,1
TRAIN,00241.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00241.jpg,fire,1
TRAIN,00242.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00242.jpg,fire,1
TRAIN,00255.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00255.jpg,fire,1
TRAIN,00261.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00261.jpg,fire,1
TRAIN,00264.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00264.jpg,fire,1
TRAIN,00270.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00270.jpg,fire,1
TRAIN,00271.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00271.jpg,fire,1
TRAIN,00277.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00277.jpg,fire,1
TRAIN,00279.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00279.jpg,fire,1
TRAIN,00281.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00281.jpg,fire,1
TRAIN,00284.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00284.jpg,fire,1
TRAIN,00285.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00285.jpg,fire,1
TRAIN,00291.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00291.jpg,fire,1
TRAIN,00296.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00296.jpg,fire,1
TRAIN,00298.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00298.jpg,fire,1
TRAIN,00299.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00299.jpg,fire,1
TRAIN,00300.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00300.jpg,fire,1
TRAIN,00301.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00301.jpg,fire,1
TRAIN,00302.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00302.jpg,fire,1
TRAIN,00309.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00309.jpg,fire,1
TRAIN,00315.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00315.jpg,fire,1
TRAIN,00316.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00316.jpg,fire,1
TRAIN,00319.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00319.jpg,fire,1
TRAIN,00344.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00344.jpg,fire,1
TRAIN,00348.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00348.jpg,fire,1
TRAIN,00351.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00351.jpg,fire,1
TRAIN,00353.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00353.jpg,fire,1
TRAIN,00354.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00354.jpg,fire,1
TRAIN,00358.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00358.jpg,fire,1
TRAIN,00371.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00371.jpg,fire,1
TRAIN,00373.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00373.jpg,fire,1
TRAIN,00376.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00376.jpg,fire,1
TRAIN,00377.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00377.jpg,fire,1
TRAIN,00815.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00815.jpg,fire,1
TRAIN,00826.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00826.jpg,fire,1
TRAIN,00830.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00830.jpg,fire,1
TRAIN,00831.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00831.jpg,fire,1
TRAIN,00843.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00843.jpg,fire,1
TRAIN,00856.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00856.jpg,fire,1
TRAIN,00865.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00865.jpg,fire,1
TRAIN,00868.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00868.jpg,fire,1
TRAIN,00871.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00871.jpg,fire,1
TRAIN,00877.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00877.jpg,fire,1
TRAIN,00885.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00885.jpg,fire,1
TRAIN,00887.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00887.jpg,fire,1
TRAIN,00890.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00890.jpg,fire,1
TRAIN,00891.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00891.jpg,fire,1
TRAIN,00893.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00893.jpg,fire,1
TRAIN,00898.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00898.jpg,fire,1
TRAIN,00907.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00907.jpg,fire,1
TRAIN,00908.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00908.jpg,fire,1
TRAIN,00910.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00910.jpg,fire,1
TRAIN,00912.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00912.jpg,fire,1
TRAIN,00914.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00914.jpg,fire,1
TRAIN,00915.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00915.jpg,fire,1
TRAIN,00922.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00922.jpg,fire,1
TRAIN,00923.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00923.jpg,fire,1
TRAIN,00929.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00929.jpg,fire,1
TRAIN,00930.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00930.jpg,fire,1
TRAIN,00932.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00932.jpg,fire,1
TRAIN,00934.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00934.jpg,fire,1
TRAIN,00940.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00940.jpg,fire,1
TRAIN,00946.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00946.jpg,fire,1
TRAIN,00958.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00958.jpg,fire,1
TRAIN,00968.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00968.jpg,fire,1
TRAIN,00970.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00970.jpg,fire,1
TRAIN,00971.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00971.jpg,fire,1
TRAIN,00973.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00973.jpg,fire,1
TRAIN,00976.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00976.jpg,fire,1
TRAIN,00992.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00992.jpg,fire,1
TRAIN,00994.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\00994.jpg,fire,1
TRAIN,01067.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01067.jpg,fire,1
TRAIN,01068.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01068.jpg,fire,1
TRAIN,01074.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01074.jpg,fire,1
TRAIN,01076.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01076.jpg,fire,1
TRAIN,01084.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01084.jpg,fire,1
TRAIN,01087.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01087.jpg,fire,1
TRAIN,01090.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01090.jpg,fire,1
TRAIN,01095.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01095.jpg,fire,1
TRAIN,01098.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01098.jpg,fire,1
TRAIN,01102.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01102.jpg,fire,1
TRAIN,01106.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01106.jpg,fire,1
TRAIN,01108.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01108.jpg,fire,1
TRAIN,01113.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01113.jpg,fire,1
TRAIN,01114.jpg,d:\My project\phan-loai-chay-datamining\data\raw\train\fire\01114.jpg,fire,1
